ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
128541,0.667316634,50,0,0.39386871,3000,4,0,0,0,0
128548,0.00470024,34,0,0.148791922,13864,8,0,2,0,2
128549,0.124572952,43,0,44,NA,4,0,0,1,0
128551,0.00864107,86,0,9,NA,4,0,0,0,0
128554,0.258874113,67,0,1.029590949,1148,4,0,1,1,2
128566,0.390155348,29,0,0.222636044,9665,8,0,2,0,1
128570,0.984169965,53,1,1.018663194,2303,8,0,1,0,1
128576,0.733578028,60,0,0.11739503,3500,5,0,0,0,0
128588,0.462685953,42,0,0.613187336,4200,8,0,1,0,1
128596,0.43070462,41,0,1647,NA,2,0,1,0,0
128601,0.055879728,44,0,0.025313717,4621,6,0,0,0,0
128608,0.134149268,79,2,0.195251219,4716,8,0,1,0,0
128610,0.058127721,56,0,0.019164385,8400,5,0,0,0,0
128613,0.255157998,49,0,2264,NA,10,0,1,0,0
128627,0.0242683,63,0,0.111585122,7500,15,0,0,0,0
128632,0.00220225,50,0,0.1447725,7010,3,0,1,0,0
128638,0.217736391,79,0,1383,NA,8,0,1,0,0
128644,0.007748063,59,0,1566,NA,7,1,2,0,2
128647,0.245156452,28,0,2.688715953,256,5,0,0,0,0
128655,0.00677805,79,0,0.00330142,6057,11,0,0,0,0
128661,0.327779461,57,0,0.165359943,2805,5,0,0,0,0
128664,0.343911471,80,0,0.309393212,5833,10,0,1,0,0
128667,0.207375887,36,0,0.294333985,8700,14,0,1,0,3
128677,0.195513348,42,0,0.581865128,6583,17,0,3,0,3
128683,0.9999999,60,0,0.398148148,2375,2,0,1,0,0
128684,0.002198504,64,0,2318,NA,6,0,1,0,1
128685,0.083772531,59,0,0.029653127,14500,6,0,0,0,1
128694,0.026872892,60,0,0.779644071,5000,16,0,3,0,1
128695,0.007299353,94,0,18,NA,11,0,0,0,0
128696,0.870518952,55,0,0.246648396,13500,7,0,1,0,1
128697,0.034578644,76,2,2.054308904,8377,27,0,15,0,1
128699,0.143275738,51,0,0.147905453,8545,5,0,1,0,2
128702,0.030793841,83,0,0.002,2499,2,0,0,0,0
128704,0.804688368,40,0,0.596314549,4666,19,0,1,0,0
128706,0.975012494,44,0,0.421857088,2616,7,0,2,0,2
128708,0.802335536,34,0,0.444054829,3136,14,0,0,0,0
128710,0.668625559,46,0,0.264083881,5626,6,0,1,0,1
128711,0.183887668,30,0,0.355076684,5150,9,0,1,0,1
128713,0.031621861,49,0,0.122336391,14500,12,0,1,0,1
128715,0.9999999,61,1,0.426461538,1624,2,1,0,0,0
128719,0.179606424,50,0,0.078956062,9080,14,0,0,0,1
128720,0,57,0,26,NA,2,0,0,0,0
128721,0.279744051,24,0,41,NA,2,0,0,0,NA
128722,0.060246988,46,0,0.004456328,7853,4,0,0,0,0
128732,0.109639441,53,0,0.931534233,2000,15,0,1,0,0
128735,0.661517492,65,0,0.118163055,3875,6,0,0,0,0
128738,0.234190662,51,0,0.703119702,11795,22,0,6,0,1
128739,0.101521865,70,0,6722,NA,24,0,5,0,1
128741,0.067773306,78,0,0.156868989,15700,7,0,1,0,1
128743,1.08985025,27,1,0.314121037,1040,5,1,0,0,1
128748,0.099622037,38,0,0.745200698,4583,8,0,2,0,1
128757,0.9999999,35,0,0.257977701,2600,7,0,0,0,0
128760,0.327183798,49,1,0.060575321,13800,4,0,0,0,2
128762,0.749707558,49,0,0.370859445,4467,10,1,1,1,1
128763,0.59645404,64,0,4062,NA,12,0,2,0,1
128773,0.171605139,65,0,18572,NA,25,0,6,0,0
128774,0.004779097,90,0,0.0014997,3333,3,0,0,0,0
128778,0.9999999,64,0,394,NA,1,0,1,1,NA
128782,0.532054647,46,0,0.285438233,7244,7,0,1,0,2
128785,0.091532753,34,0,0.261409899,14000,12,0,1,0,1
128788,0.049944068,24,0,0.019137389,3500,8,0,0,0,0
128789,0.057684493,42,0,1720,NA,9,0,1,0,2
128795,0.587477405,72,0,3860,NA,10,0,2,0,0
128797,0.118601696,47,0,7.960199005,200,10,0,2,0,2
128799,0.034724132,66,0,0.006323893,7273,7,0,0,0,0
128804,0,30,0,0.350886478,7557,10,0,1,0,0
128808,0.189018507,31,0,0.035745234,4615,4,0,0,0,0
128816,0.160901777,68,0,0.114945322,12344,7,0,2,0,0
128818,0.286659589,54,0,0.487930296,7000,13,0,2,0,1
128820,0.21581525,56,0,1633,NA,5,0,1,0,0
128825,0.229588511,55,0,1850.5,1,15,0,1,0,0
128827,0.016007442,61,0,0.118221085,6250,7,0,1,0,0
128832,0.058533474,53,0,0.571972758,8662,10,0,3,0,2
128835,0.041396385,60,1,0.054371602,16000,8,0,1,0,1
128838,0.9999999,40,0,0.283167549,15481,7,0,4,0,2
128841,0.547578649,38,0,0.43698086,2768,12,0,0,0,3
128854,0.9999999,78,0,179,NA,1,0,0,0,0
128856,0.031843704,82,0,0.158661161,4600,5,0,1,0,1
128860,0.300058217,61,0,0.248343292,9204,15,0,1,0,0
128865,0.006963836,76,0,103,0,25,0,1,0,0
128869,0.01159383,30,0,0.26481806,9700,10,0,4,0,0
128875,0.258393853,58,0,0.372671988,5261,5,0,1,0,0
128894,0.013142254,64,0,1390,NA,7,0,1,0,0
128897,0.9999999,53,0,1,NA,1,0,0,0,NA
128899,0.430629129,30,0,0.137937419,5400,6,0,0,0,1
128903,0.183585192,42,0,0.282286213,4583,6,0,2,0,0
128907,0,33,0,0.247740181,12500,9,0,2,0,0
128908,0,60,0,0.673521851,3500,12,0,1,0,0
128909,0.001240382,49,0,0.50212138,5420,11,0,1,0,2
128910,0.058348396,47,0,0.250958174,6000,10,0,0,0,0
128917,0.007312676,59,1,0.441574672,4800,6,0,1,0,0
128922,0.9999999,41,0,0.20472837,3975,5,0,0,0,2
128927,0.001993928,33,0,0.378659414,6250,12,0,2,0,0
128929,0.367736522,30,0,0.07846077,2000,5,0,0,0,0
128938,0.85521848600000006,74,0,0.168777496,7500,5,3,1,0,0
128940,0.026032899,56,0,0.314719062,2900,7,0,0,0,1
128950,0.522606616,47,0,0.510578935,4300,12,0,1,0,1
128951,0.149726047,34,0,0.054020709,22694,7,0,0,0,1
128954,0.443860351,51,0,0.180790226,7693,2,0,1,0,3
128956,0.590419049,50,0,0.611760986,3162,8,0,2,0,0
128960,0.065474965,61,0,0.658962644,3720,13,0,2,0,0
128962,0.024935657,37,0,0.003617791,4698,7,0,0,0,0
128963,0.526683069,76,0,0.104138979,10533,5,0,0,0,1
128968,0.798256857,27,0,0.352647353,1000,7,0,0,0,0
128973,0,47,0,0.290054611,13000,5,0,3,0,0
128974,0.952194698,27,2,0.185807336,2916,7,0,0,1,0
128980,0.89089722,43,1,0.425855513,9993,10,0,4,0,3
128985,0.020228745,61,0,0.20067845,5600,9,0,1,0,1
128988,0.083684847,45,0,3.039933444,600,8,0,2,0,3
128993,0.023326055,67,0,34,NA,6,0,0,0,NA
128996,0.008593335,57,1,8678,NA,26,0,18,0,1
129002,0.257603595,57,0,0.313247307,8446,25,0,3,0,2
129005,0,31,0,4.421441774,540,12,0,1,0,0
129006,0.009657594,83,0,21,NA,14,0,0,0,0
129008,0.004458148,54,0,0.023939064,918,10,0,0,0,1
129009,0.196758683,74,0,2835,NA,8,0,3,0,0
129012,0.218315634,36,0,0.353190288,7083,7,0,1,0,2
129014,0.525051585,46,2,0.454329775,5900,7,0,2,0,2
129016,0.048819787,32,0,0.448995013,6616,6,0,1,1,0
129031,0.040598985,48,0,2191,NA,4,0,1,0,0
129033,0.160834128,46,0,0.456421773,9350,11,0,3,0,2
129036,0.429180925,45,0,0.37640319,12916,7,0,1,0,2
129045,0.018535095,52,0,1.068643785,3000,12,0,1,0,0
129052,0.080171861,64,0,0.446925079,7300,20,0,1,0,1
129076,0.171570391,36,3,0.170157068,4583,7,0,0,0,2
129085,1073,31,0,21.46341463,40,4,0,1,0,0
129090,0.012784807,64,0,0.001743411,9750,3,0,0,0,0
129093,0.004763067,66,0,0.75028334,2646,12,0,1,0,0
129101,0,78,0,38,NA,2,0,0,0,1
129102,0.965008748,45,2,0.140477512,1800,4,0,0,0,0
129104,0.121496151,71,0,0.612253642,2333,20,0,0,0,0
129112,0.004503136,74,0,0.335872411,4200,5,0,1,0,1
129116,0.014699743,51,0,0.123234917,17916,9,0,1,0,0
129121,0.9999999,26,0,0.274690124,2500,2,0,0,0,1
129122,0.540962619,72,0,0.899299152,2710,20,0,1,0,0
129126,0,68,0,0.582276311,5833,8,0,1,0,0
129127,0.042681233,67,0,0.214513921,2190,2,0,0,0,0
129128,0.317843129,53,0,0.281543691,5000,9,0,0,0,0
129131,0.049395865,83,0,0.097710416,3100,9,0,0,0,0
129143,0,60,0,1303,NA,17,0,1,0,0
129151,0.063630579,59,0,21,NA,1,0,0,0,0
129161,0.836903742,24,0,0.056675939,2875,5,0,0,0,0
129172,0.401629919,46,0,1208,NA,5,0,1,0,0
129173,0.114849851,38,1,0.035451932,6261,5,0,0,0,5
129178,0.057780768,44,0,0.195810023,8400,5,0,1,0,0
129182,0.289801135,39,0,0.466982373,3800,12,0,1,0,0
129183,0.112287728,66,0,5232,NA,25,1,2,0,0
129190,0.022106353,44,0,0.318362149,20416,4,0,1,0,3
129191,0.125473787,52,0,0.585416308,5800,13,0,1,0,3
129195,0.421827664,61,0,0.274029631,8166,9,0,0,0,0
129197,0.77323198,44,0,3698,NA,8,0,2,0,NA
129202,0.267393019,54,1,0.516888889,11249,14,0,1,0,1
129204,0.9999999,32,0,0.017050837,3166,1,0,0,0,0
129206,0.209328262,68,0,0.744132197,9500,18,0,2,0,0
129207,0,87,0,0,NA,4,0,0,0,0
129209,0.864930714,57,0,0.392742171,3416,11,0,0,0,0
129211,0.007586033,62,0,860,NA,7,0,1,0,NA
129214,0.113711862,76,0,0.202877925,12647,9,0,2,0,1
129216,6.14262e-4,50,0,0,8723,8,0,0,0,1
129219,0.016949831,60,0,0.007756636,8250,9,0,0,0,0
129221,0,43,0,0.262179026,8333,9,0,2,0,2
129222,0.9999999,68,0,0.012001549,2582,0,0,0,0,0
129230,0.66262927,46,0,0.306615564,6000,7,0,1,0,1
129234,0.016067483,78,1,0.098627275,6701,11,0,1,0,0
129239,0.075654794,51,0,4084,NA,11,0,1,0,0
129245,0.007572658,56,0,0.002666413,10500,6,0,0,0,0
129247,0.173091511,47,0,0.148502496,4807,4,0,0,0,1
129248,0.573561239,47,0,4670,NA,9,0,2,0,0
129253,0.084376797,45,0,0.20340176,8524,5,0,1,0,2
129264,0.452811303,39,0,0.460723882,6326,14,0,2,0,1
129269,0.015249238,63,0,0.226220164,2806,3,0,1,0,0
129270,0.555238695,53,2,0.363873254,9593,9,1,1,2,1
129274,0.098509733,67,0,0.876993915,6080,12,0,2,0,0
129280,0.246092039,66,0,0.279062958,3414,8,1,0,0,0
129282,0.013422562,79,0,0.24229655,3796,12,0,1,0,0
129285,0.9999999,26,0,290,NA,4,0,0,1,2
129286,0.159368126,67,0,23,NA,10,0,0,0,0
129291,0.018384262,29,0,1304,NA,6,0,2,0,0
129292,0,93,0,0,NA,2,0,0,0,NA
129299,0.197417743,27,1,0.622511174,2460,6,0,1,0,0
129301,0.617546165,26,0,0.306182122,2393,7,0,0,0,3
129303,0.9999999,30,0,0,NA,1,0,0,0,0
129306,0.371015175,62,4,0.324050374,9766,7,2,1,1,0
129308,0.506073452,50,0,0.579903349,6000,20,0,1,0,0
129309,0.087193671,49,0,0.29262765,7500,6,0,2,0,2
129312,0.554574238,68,0,2284,NA,6,0,1,0,NA
129313,0.695860828,68,2,0.757620272,2722,6,3,1,0,1
129322,0.037065568,48,0,0.213023614,18166,7,0,2,0,0
129323,0.598074228,45,0,0.113969391,6141,7,0,0,0,0
129330,0.008048313,47,0,0.221841478,6711,17,0,1,0,1
129335,9.35174e-4,62,1,0.405604526,7600,16,0,1,0,1
129340,0.658577328,64,0,0.450033356,7494,14,0,1,0,1
129342,0.300973002,56,0,0.619076185,5000,15,0,2,0,0
129348,0.827796185,33,0,0.933050847,2359,6,0,2,0,1
129354,0.233258309,48,1,0.37880606,13333,12,0,1,0,2
129365,0.294676999,40,0,0.656772379,6400,17,0,2,0,2
129367,0.13164182,49,0,0.468069961,9833,27,0,3,0,2
129368,0.281228042,67,1,0.369965373,5486,7,0,2,0,0
129376,0.073892611,62,0,0.32251972,9000,5,0,1,0,1
129377,0.045276948,68,1,0.262373763,10000,13,0,2,0,1
129381,0.02554205,71,0,2513,NA,20,0,1,0,NA
129386,0.127055086,81,0,0.426483421,4583,13,0,1,0,0
129393,0.487091199,72,0,0.619088937,9219,12,0,2,0,1
129401,0.072740907,28,0,0.098967011,3000,2,0,0,0,0
129406,0.9999999,56,0,0,NA,0,0,0,0,0
129411,0.044508081,32,0,0.012283959,7000,9,0,0,0,0
129419,0.248159978,69,0,0.574056792,7500,15,0,3,0,0
129424,0.083963594,32,0,0.524053671,9166,6,0,3,0,1
129425,0.007617423,30,0,0.76521511,3811,9,0,1,0,0
129429,0.055767824,86,0,0.004254414,4700,3,0,0,0,1
129435,0.466123704,38,0,0.384168482,4130,16,0,0,0,0
129436,1.083373964,46,4,356,NA,7,2,0,0,0
129440,0.132438338,62,0,0.403876582,2527,12,0,0,0,0
129443,0.097266832,81,0,0.004548094,10333,3,0,0,0,0
129444,0.874518509,41,0,0.587140675,7200,11,0,1,0,4
129446,0.101853045,62,0,0.349265073,10000,10,0,4,0,0
129451,0.9999999,34,0,0.131401449,4002,2,1,0,0,4
129454,0.07803546,49,0,0.329205366,8720,4,0,1,0,1
129458,0.178393247,47,0,0.046035806,4300,8,0,0,0,1
129460,0.9999999,21,0,8,NA,0,0,0,0,NA
129463,0.336291482,39,0,0.651485698,3600,8,0,2,0,2
129470,0.418407321,44,0,0.511653718,3603,12,0,2,0,0
129475,0.014747848,70,0,0.041436464,2533,9,0,0,0,0
129476,0.225288736,47,1,0.877704194,2264,5,0,1,0,2
129478,0.00585705,41,0,0.681915904,20000,15,0,4,0,0
129480,0.267187419,26,1,0.335618395,3500,13,0,0,0,1
129481,0.119672024,52,1,0.595108696,3679,11,0,1,0,1
129493,0.128774245,34,0,0.151139544,2500,2,0,0,0,0
129494,0.137819296,70,0,2261,NA,9,0,2,0,1
129499,0.3362931,47,0,0.375689826,7066,11,0,2,0,3
129501,0.148118836,36,0,0.342131574,5000,8,0,1,0,1
129506,0.210251472,51,1,0.784920752,6750,10,2,4,1,2
129516,0.477746202,47,2,13.09561753,250,14,0,2,0,0
129521,0.008193443,51,1,0.381359025,13700,15,0,4,0,0
129523,0.359067321,53,0,0.4165513,6500,9,0,1,0,0
129524,0.226386807,23,0,13,0,2,0,0,0,0
129526,0.601169847,60,0,0.272238312,4833,3,0,0,0,0
129531,0.004699765,71,0,838,0,4,0,1,0,0
129533,0.105810296,71,0,151,NA,4,0,0,0,0
129534,0.376438881,58,0,0.432313537,5000,14,0,1,0,0
129537,0.113423582,56,0,0.266878045,12930,11,0,2,0,1
129540,0,53,0,0.424368294,8666,7,0,2,0,0
129543,1.02994012,64,1,0.23965207,3333,3,1,1,0,0
129545,0.109071078,24,0,0.008810573,2042,3,0,0,0,0
129546,0.068417014,65,0,0.14848144,8000,5,0,2,0,1
129548,0.186284435,63,0,0.255890792,11500,9,0,1,0,1
129550,0.082588945,74,0,660,NA,11,0,0,0,0
129551,0.35471615,35,0,0.043990224,4500,5,0,0,0,3
129555,0.131764226,35,0,0.019996611,5900,4,0,0,0,1
129557,0.037138986,57,0,0.776389756,1600,4,0,1,0,0
129560,0.382527082,35,0,2465,NA,19,0,0,0,0
129577,0.014917816,40,2,2577,NA,17,0,1,0,1
129579,0.05991079,68,0,129,NA,3,0,0,0,0
129582,0.948217769,57,0,0.827442192,9816,14,0,2,0,1
129588,0.433856649,61,1,0.289193629,14000,13,0,2,0,1
129589,0.320172892,46,0,0.456443485,8333,10,0,3,0,2
129590,0.948144709,58,0,0.501669881,21258,18,0,3,0,0
129594,0.007142347,57,0,2014,NA,4,0,1,0,0
129597,0.150034322,68,0,0.152802571,2800,8,0,0,0,0
129601,0.125262025,33,0,0.724219676,2530,7,0,1,0,2
129605,0.75089273,66,0,0.408865444,12700,9,0,4,0,0
129608,0.245345818,43,0,1.697321072,2500,10,0,2,0,0
129614,0.038313773,64,0,22,NA,5,0,0,0,0
129623,0.01806664,35,1,0.198114555,7000,11,0,1,0,1
129626,0.038202679,57,0,0.459183673,10583,16,0,5,0,2
129633,0.06196251,65,0,101,NA,3,0,0,0,0
129640,0.029120951,61,0,0.285047433,6640,16,0,1,0,0
129646,0.733202939,50,0,0.481814855,13664,17,0,3,0,2
129652,3818,39,2,1.154265467,3668,12,1,2,0,0
129655,0.031848946,68,0,0.01079865,4444,3,0,0,0,0
129660,0.001466601,45,0,0,NA,12,0,0,0,0
129662,0.047616515,58,0,0.257071025,17500,11,0,2,0,1
129663,0.053789394,47,0,0.614616871,3105,9,0,1,0,0
129664,0.582225439,48,1,0.261970892,9000,16,0,1,0,1
129672,0.067662026,86,0,105,NA,6,0,0,0,0
129675,0.020840435,50,0,0.762376238,100,8,0,0,0,0
129676,0.566532345,44,0,0.411278817,13316,11,0,1,0,4
129679,0,56,0,0.082790538,5833,4,0,0,0,2
129680,0.152838888,64,0,0.425828709,6666,11,0,3,0,0
129681,0.100440107,68,0,0.243406525,24000,31,0,3,0,4
129682,0.147747324,48,0,0.006626173,5432,3,0,0,0,0
129694,0.063793621,48,0,0.43477238,8500,8,0,4,0,0
129699,0.02694382,75,0,0.01787082,3916,8,0,0,0,1
129702,0.453090168,60,0,0.89114135,3600,9,0,2,0,1
129706,0.017779829,81,0,24,NA,4,0,0,0,0
129708,0.430795023,61,0,0.140514383,11158,14,0,2,0,0
129710,0.008477954,55,0,641,NA,5,0,2,0,NA
129716,0.9999999,51,0,0.332189068,3786,3,0,1,0,0
129719,0.9999999,43,2,0.561815336,1916,5,2,2,2,0
129729,0.485081194,61,0,0.228126562,14000,11,0,3,0,0
129739,0.00806878,54,0,0.368605232,6000,4,0,1,0,1
129748,0.028984528,71,0,0.001862776,6441,7,0,0,0,0
129751,0.131578523,57,0,0.119981541,6500,8,0,0,0,0
129755,0.713436318,37,0,0.60139417,4733,11,0,1,0,3
129760,0.198845622,51,0,0.591774892,2309,7,0,1,0,0
129761,0.068512292,33,0,0.388680593,5600,6,0,2,0,0
129763,0.485960374,49,0,0.658482391,9000,8,0,2,0,0
129764,0.04879465,44,1,0.50189962,5000,9,0,1,0,1
129765,8.17089e-4,65,0,294,NA,8,0,0,0,0
129767,0.011920784,66,0,4.0404e-4,2474,1,0,0,0,0
129769,0,79,0,0,3500,6,0,0,0,0
129771,0.924302789,44,0,0.234118487,1400,3,0,0,0,0
129776,0.966335578,66,0,0.340689951,14000,11,0,2,0,0
129778,0.309381238,60,0,6.09106e-4,6566,2,0,0,0,2
129780,0.107133054,57,0,0.580204778,5273,7,0,2,0,4
129784,0.006443447,40,0,0.182558248,10686,8,0,1,0,0
129789,0.599852635,31,0,0.226933007,7358,6,0,0,0,5
129794,0.99594988,27,0,566,0,3,0,0,0,0
129795,0.9999999,51,0,0.014568158,7687,1,0,0,1,1
129797,0.074555164,41,0,0.252650634,11600,6,0,1,0,1
129800,0.773198766,34,0,0.273939125,4500,6,0,0,0,0
129801,0.003833841,33,0,2,NA,4,0,0,0,0
129804,0.9999999,43,0,0.155212101,3040,1,0,0,0,7
129810,0.519389066,60,0,0.605274173,7166,14,0,2,0,0
129821,0.034642268,54,0,0.33873603,15300,10,0,1,0,2
129823,0.047185498,60,1,0.254293771,3900,10,0,1,0,1
129827,0.408962218,51,0,0.687862428,5000,21,0,2,0,0
129828,0.345611486,32,1,0.116652779,8400,4,0,1,0,2
129832,0.230393952,50,3,0.765948458,7100,43,0,2,0,1
129836,0.033990325,53,0,0.270249421,11666,14,0,2,0,3
129837,0.016896287,81,1,0.3267807,3916,8,0,1,0,0
129850,0.9999999,28,0,910,NA,4,0,0,0,1
129852,0.436732362,32,0,0.434376716,1820,6,0,0,0,0
129856,0.049165028,66,0,0.309422644,4000,6,0,2,0,0
129861,0.4995239,43,0,112,NA,4,1,0,0,0
129863,0.051983302,48,0,0.170259609,10900,5,0,2,0,1
129866,0.032217596,45,0,52,NA,2,0,0,0,2
129868,0.390922528,60,0,0.679896622,5416,12,0,3,0,1
129870,0.18254497,58,0,0.14644621,4656,6,0,0,0,0
129872,0.017284891,88,0,0.080040272,3972,4,0,0,0,0
129881,0.9999999,41,0,1.06349e-4,9402,1,0,0,0,0
129891,0.385961404,64,0,0.445093817,3250,5,0,1,0,0
129895,0.137009532,35,0,0.125273352,3200,8,0,0,0,1
129896,0.67412752,70,0,4873,NA,13,0,2,0,0
129897,0.513641756,23,0,0.315488936,1400,3,0,0,0,0
129898,0.503197093,57,0,0.348309835,11773,11,0,1,0,0
129902,0.400688376,55,0,0.338204847,8210,10,0,2,0,3
129903,0.094908758,71,0,0.013883046,2376,4,0,0,0,2
129905,0.137325704,63,0,0.437187604,3000,8,0,1,1,0
129910,0.015261097,71,0,0.291870813,10000,7,0,1,0,0
129924,0.9999999,52,0,0.004430811,2933,1,0,0,0,0
129926,0.591662295,46,0,0.920679445,6416,12,0,2,0,0
129942,0.525743659,39,0,0.493910198,5500,16,0,1,0,0
129969,0.030532963,55,0,0.243822311,7000,14,0,2,0,2
129973,0.001448176,38,0,0.292589902,5505,5,0,2,0,0
129981,0.9999999,25,0,0,NA,1,0,0,0,0
129982,0.012105076,86,0,0.002932942,7500,6,0,0,0,1
129997,0.082017485,39,0,0.009845397,13000,4,0,0,0,3
130003,0.069694373,32,0,0.132641292,2600,2,0,0,0,0
130012,0,45,1,0.069451884,5600,9,0,0,0,2
130014,0.851913478,49,1,826,NA,4,3,0,0,0
130015,0.703401936,45,0,3184,NA,11,0,2,0,0
130017,0.203007815,45,0,7140,NA,8,0,1,0,2
130023,0.063147697,68,1,0.476053502,6952,14,1,2,0,1
130026,0.008860647,63,0,0.003775366,8475,7,0,0,0,0
130028,0.900819836,41,1,0.273492981,6054,4,0,1,0,2
130029,6.42494e-4,58,0,1929,NA,12,0,1,0,0
130031,0.994615845,46,0,0.744879899,3954,10,0,2,0,3
130032,0.876249039,34,1,0.264946663,4030,5,0,0,0,0
130033,0.247397846,64,0,0.467974882,6369,6,0,1,0,0
130035,0.089844426,56,0,3232,NA,10,0,1,0,0
130045,0.073294753,68,0,0.325644813,8800,16,0,2,0,0
130046,0.62942677,38,0,0.256864042,6045,7,0,0,0,1
130050,0.977674109,31,0,0.547726137,2000,3,0,1,0,2
130057,0.02372423,58,0,0.247119322,10500,12,0,1,0,0
130058,0.019864018,50,0,0.37926451,2256,7,0,1,0,0
130062,1.003510564,74,0,0.516499029,5666,14,0,2,0,0
130070,1.095904096,36,0,0.616582684,2182,6,0,1,2,0
130075,0.847046118,51,1,0.278199098,10416,9,0,3,0,1
130081,0.106301638,30,0,0.14464738,7500,9,0,0,0,0
130086,0.017305398,64,0,0.199053313,8027,6,0,1,0,0
130091,0.145170966,24,0,0.102056216,5300,5,0,0,1,0
130095,0.9999999,38,0,0,2000,0,1,0,0,0
130097,0.067282365,37,0,0.328150308,3086,8,0,1,0,0
130098,0.421844798,31,0,0.271745651,5000,8,0,0,0,2
130099,0.757968277,66,0,894,NA,9,0,0,0,0
130103,0.9999999,59,0,266,NA,2,0,0,0,NA
130107,0.151289723,33,0,0.322419395,4000,7,0,1,0,2
130111,0.055349725,53,0,0.251319078,3600,6,0,1,0,2
130116,0.033256032,52,0,0.319679565,6615,8,0,1,0,3
130119,0.055968157,64,0,1743,NA,6,0,2,0,2
130121,0.481738764,28,1,0.164011246,3200,5,0,0,0,0
130123,0.005588573,77,0,32,NA,7,0,0,0,0
130126,0.065096745,84,0,0.035982009,2000,8,0,0,0,0
130127,1.362047441,31,2,0.619764398,4583,7,2,2,1,3
130128,0.366960279,70,0,0.151461988,3419,8,0,0,0,0
130135,0.96013289,63,2,0.549883087,2565,5,1,1,0,0
130138,0.347357993,57,0,972,NA,9,0,0,0,0
130139,0.102579484,58,0,0.090338489,4460,3,0,1,0,2
130147,0.410244165,29,0,0.209622427,7918,10,0,1,0,0
130148,0.011180802,44,0,0.269066504,9833,4,0,2,0,4
130152,0.051140688,67,0,0.310627178,5739,18,0,2,0,0
130156,0.374680114,50,0,0.32335479,16000,6,0,2,0,3
130160,0.018335904,46,0,2871,NA,12,0,2,0,NA
130161,0.104639134,47,0,0.033419023,3500,3,0,0,0,0
130162,1.219560878,40,0,0.2826,4999,5,0,1,0,0
130163,0.233926502,44,0,0.207992411,8432,9,0,2,0,4
130164,0.683330953,26,1,0.097414655,7000,8,0,0,0,0
130165,0,49,0,0,3083,1,0,0,0,0
130169,0.05413899,54,0,1015,NA,8,0,1,0,0
130172,0,47,1,0.285142971,5000,8,1,1,0,0
130174,0.036824777,43,0,0.762071993,6833,7,0,2,0,0
130175,0.012963958,63,1,0.245207101,12674,7,0,1,0,1
130178,0.013247297,66,0,0.698107879,3540,7,0,1,0,0
130179,0,24,0,0,2708,6,0,0,0,0
130192,0.026071747,71,0,23,NA,4,0,0,0,0
130197,0.645403203,45,0,0.230193237,4139,5,0,0,0,0
130199,0.391709468,32,0,0.734932349,1625,7,0,1,0,2
130203,0.031854868,77,0,0.36476326,4920,11,0,2,0,0
130204,0,41,0,0.13048369,2666,5,0,0,0,0
130205,0.176674972,58,1,0.210522268,13000,6,0,1,0,2
130210,0.722336686,34,0,0.419989367,3761,4,1,1,1,3
130212,0.12737181,45,0,0.517084617,6818,8,0,2,0,2
130217,0.31268596,62,1,4470,NA,18,0,1,0,2
130231,0.009541064,66,0,53,NA,7,0,0,0,NA
130236,0.00146756,51,0,0.222336947,5810,14,0,1,0,0
130238,0.035498728,50,0,0.321893949,7750,9,0,3,0,2
130245,0.900950081,38,0,2.910299003,300,9,0,0,0,0
130247,0.231498367,42,0,0.171482852,10000,9,0,2,0,3
130253,0.022948853,90,0,398,NA,2,0,0,0,0
130254,0.044192916,56,0,0.290541892,5000,10,0,2,0,0
130255,0.497110179,45,0,0.3059898,30000,25,0,2,0,3
130257,0.381634504,52,0,0.617754569,5744,25,0,1,0,0
130265,0,52,1,1.002181705,6416,13,0,6,0,3
130266,0,35,0,0.148029331,4363,5,0,1,0,4
130268,0.854800334,54,0,0.348060674,9822,9,0,1,0,2
130271,0.90219071,44,0,0.087221095,3450,6,0,0,0,4
130272,0.015774916,37,0,0.337787474,11000,16,0,3,0,2
130281,0,82,0,0,NA,5,0,0,0,0
130282,0.376795815,62,0,0.171591565,15600,7,0,2,0,0
130287,0.074475389,86,0,0.016440791,4500,9,0,0,0,0
130289,0.153047491,37,2,0.535166994,2544,10,0,1,0,2
130290,0.929007099,36,0,9.864,124,11,0,1,0,2
130291,0.013835511,29,0,0.001190193,4200,4,0,0,0,3
130292,0.015266942,81,0,0.003602484,8049,5,0,0,0,0
130298,0.045305589,58,0,0.131988397,7583,12,0,1,0,2
130299,0.052408682,52,1,0.429292929,1781,10,0,1,0,0
130306,0.188296234,48,0,0.473556345,5350,10,0,1,0,3
130308,0.089429578,50,0,2397,NA,6,0,1,0,0
130309,0.055163602,50,1,0.077701848,3950,3,0,0,0,2
130311,0.355596195,54,0,0.729057592,4583,13,0,2,0,0
130317,0.9999999,64,1,0.569518717,2243,7,0,1,2,0
130319,0.023883563,90,0,54,NA,6,0,0,0,0
130321,0.003036376,67,0,0.142094334,3370,9,0,0,0,0
130324,0.057744282,50,0,0.793650794,3338,13,0,2,0,1
130327,0.067540927,38,0,0.257717785,8000,4,0,1,0,2
